-1.137486989935002413e+00,-4.056760308660058989e-01,0.000000000000000000e+00
4.746425892868771923e-01,1.079230188716481686e+00,0.000000000000000000e+00
1.322014437979502077e-01,-9.668969819591795023e-01,1.000000000000000000e+00
5.232872847361660362e-01,-3.678365643205695479e-01,1.000000000000000000e+00
1.439749753322759618e-01,-4.534447125404912904e-01,1.000000000000000000e+00
-2.280255072201690769e+00,9.071210264471130102e-01,0.000000000000000000e+00
1.257924271949969031e+00,7.964889148521832052e-01,0.000000000000000000e+00
-1.594167596273153187e+00,1.178912278790677642e-01,0.000000000000000000e+00
1.571392801326765953e+00,6.397112015794849116e-01,0.000000000000000000e+00
-3.541038432961950422e-01,-1.701124225669490730e+00,0.000000000000000000e+00
7.977404293442003080e-01,-1.911342098375119480e+00,0.000000000000000000e+00
7.159531662821144726e-01,-9.802753032734131677e-01,1.000000000000000000e+00
-8.217179262158542663e-01,8.129388369859376073e-01,1.000000000000000000e+00
4.715245336967943124e-01,5.341388106538248470e-01,1.000000000000000000e+00
9.708519642220617696e-01,3.744648620970319475e-01,1.000000000000000000e+00
-4.282862460681383099e-01,-5.302609728917352383e-01,1.000000000000000000e+00
1.019960579802108025e-01,-3.470359470370448229e-01,1.000000000000000000e+00
-4.901148223734290432e-02,-1.655934920812744404e-01,1.000000000000000000e+00
-1.476408967678254358e+00,9.971456759058409114e-01,0.000000000000000000e+00
3.745624695336333132e-01,1.262594431112989302e+00,0.000000000000000000e+00
-3.723425905314944329e-01,-1.440448910236046487e+00,0.000000000000000000e+00
-3.434211363796946248e-02,1.382116701689283023e+00,0.000000000000000000e+00
-1.474546617506602431e+00,2.277719436848035350e+00,0.000000000000000000e+00
1.126751796165505137e+00,-1.534831118749349077e+00,0.000000000000000000e+00
-7.096310009435530253e-01,4.165318291064140643e-01,1.000000000000000000e+00
-2.201340260495308343e-01,2.195446866404626718e+00,0.000000000000000000e+00
-1.007211040009351910e+00,3.806666775208398246e-01,0.000000000000000000e+00
6.539868228679841522e-01,-2.691608321791746361e-01,1.000000000000000000e+00
-4.026033612034968234e-01,1.781585997898147422e-01,1.000000000000000000e+00
-1.477805254605749408e+00,-9.604675723305934609e-02,0.000000000000000000e+00
